ship_city,ship_state,ship_postal_code,ship_country
MUMBAI,MAHARASHTRA,400029.0,IN
BALLIA,UTTAR PRADESH,277001.0,IN
PUNE,MAHARASHTRA,411041.0,IN
FARIDABAD,HARYANA,121003.0,IN
KALYAN,MAHARASHTRA,421204.0,IN
DEVARAKONDA,TELANGANA,508248.0,IN
GURUGRAM,HARYANA,122017.0,IN
THRISSUR,KERALA,680003.0,IN
Bangalore,KARNATAKA,560061.0,IN
BENGALURU,KARNATAKA,560057.0,IN
BENGALURU,KARNATAKA,560032.0,IN
DHARMAPURI,TAMIL NADU,636701.0,IN
MEERUT,UTTAR PRADESH,250002.0,IN
SECUNDERABAD,TELANGANA,500009.0,IN
NOIDA,UTTAR PRADESH,201305.0,IN
DANGUWAPASI,JHARKHAND,833212.0,IN
DHEMAJI,ASSAM,786189.0,IN
PULGAON,MAHARASHTRA,442302.0,IN
AKATHIYOOR,KERALA,680542.0,IN
Shakarpur,DELHI,110092.0,IN
KOLKATA,WEST BENGAL,700004.0,IN
Imphal east,MANIPUR,795008.0,IN
CHEBROLU,ANDHRA PRADESH,522212.0,IN
Alappuzha,KERALA,688006.0,IN
AKBARPUR,UTTAR PRADESH,224122.0,IN
NAGPUR,MAHARASHTRA,441111.0,IN
NABAGRAM COLONY,WEST BENGAL,712246.0,IN
KOLKATA,WEST BENGAL,700074.0,IN
THANE,MAHARASHTRA,400604.0,IN
KOZHIKODE,KERALA,673574.0,IN
PUDUCHERRY,PUDUCHERRY,605009.0,IN
NEW DELHI,DELHI,110086.0,IN
NEW TOWN,WEST BENGAL,700156.0,IN
NELAMANGALA,KARNATAKA,562123.0,IN
"KOTPAD, Koraput",ODISHA,764058.0,IN
BHUBANESWAR,ODISHA,751015.0,IN
NASHIK,MAHARASHTRA,422401.0,IN
KATIHAR,BIHAR,854107.0,IN
KOLKATA,WEST BENGAL,700090.0,IN
ALAPPUZHA,KERALA,688002.0,IN
NEW DELHI,DELHI,110008.0,IN
Hyderabad,TELANGANA,500062.0,IN
BAREILLY,UTTAR PRADESH,243001.0,IN
NEW DELHI,DELHI,110007.0,IN
KOLKATA,WEST BENGAL,700039.0,IN
CHENNAI,TAMIL NADU,600043.0,IN
CHENNAI,TAMIL NADU,600093.0,IN
TIRORA,MAHARASHTRA,441911.0,IN
ZIRAKPUR,PUNJAB,140603.0,IN
VADODARA,Gujarat,390025.0,IN
Chennai,TAMIL NADU,600078.0,IN
AJMER,RAJASTHAN,305001.0,IN
MADIKERI,KARNATAKA,571201.0,IN
Thrissur,KERALA,680596.0,IN
PUNE,MAHARASHTRA,411006.0,IN
Bengaluru,KARNATAKA,560091.0,IN
CHENNAI,TAMIL NADU,600040.0,IN
JAMMU,JAMMU & KASHMIR,181124.0,IN
Dungarpur,RAJASTHAN,314031.0,IN
PANCHKULA,HARYANA,134117.0,IN
DHOLKA,Gujarat,382225.0,IN
DALTONGANJ,JHARKHAND,822102.0,IN
BENGALURU,KARNATAKA,560094.0,IN
BATHINDA,PUNJAB,151001.0,IN
LUCKNOW,UTTAR PRADESH,226026.0,IN
HYDERABAD,TELANGANA,501505.0,IN
Nagpur,MAHARASHTRA,440030.0,IN
RANCHI,JHARKHAND,834003.0,IN
PATNA,BIHAR,800024.0,IN
"KAMATGI,Hunugund taluk,Bagalkot district",KARNATAKA,587120.0,IN
GUWAHATI,ASSAM,781017.0,IN
GUWAHATI,ASSAM,781015.0,IN
RANCHI,JHARKHAND,834009.0,IN
CHENNAI,TAMIL NADU,600088.0,IN
BHUBANESWAR,ODISHA,751001.0,IN
NEW DELHI,DELHI,110068.0,IN
Bengaluru,KARNATAKA,560068.0,IN
NAGPUR,MAHARASHTRA,440013.0,IN
ARNI,MAHARASHTRA,445103.0,IN
MORBI,Gujarat,363641.0,IN
CHENNAI,TAMIL NADU,600106.0,IN
Jorhat,ASSAM,785001.0,IN
Bantwal,KARNATAKA,574211.0,IN
GUWAHATI,ASSAM,781035.0,IN
GANJAM,ODISHA,761209.0,IN
DEWAS,MADHYA PRADESH,455001.0,IN
PUNE,MAHARASHTRA,411040.0,IN
PATNA,BIHAR,800003.0,IN
NAGAUR,RAJASTHAN,342037.0,IN
KANPUR,UTTAR PRADESH,209864.0,IN
NEYYATTINKARA,KERALA,695122.0,IN
COIMBATORE,TAMIL NADU,641049.0,IN
MUMBAI,MAHARASHTRA,400012.0,IN
SILIGURI,WEST BENGAL,734013.0,IN
KUSHALANAGARA,KARNATAKA,571234.0,IN
kolkata,WEST BENGAL,700008.0,IN
Chennai,TAMIL NADU,603112.0,IN
SIMLAPAL,WEST BENGAL,722151.0,IN
NARKATIAGANJ,BIHAR,845455.0,IN
"Wagholi, PUNE",MAHARASHTRA,412207.0,IN
KOHIMA,NAGALAND,797001.0,IN
JALANDHAR,PUNJAB,144008.0,IN
Ghaziabad,UTTAR PRADESH,201012.0,IN
Surat,Gujarat,394210.0,IN
THANE (W),MAHARASHTRA,400601.0,IN
MYSURU,KARNATAKA,570023.0,IN
NEW DELHI,DELHI,110052.0,IN
PORVORIM,GOA,403501.0,IN
NOIDA,UTTAR PRADESH,201304.0,IN
Hyderabad,TELANGANA,500016.0,IN
Vasai,MAHARASHTRA,401201.0,IN
GUWAHATI,ASSAM,781011.0,IN
SANGLI,MAHARASHTRA,416416.0,IN
VADODARA,Gujarat,390010.0,IN
COIMBATORE,TAMIL NADU,641006.0,IN
KOTTAYAM,KERALA,686020.0,IN
DHARMADOM,KERALA,670661.0,IN
MUMBAI,MAHARASHTRA,400037.0,IN
VASAI VIRAR,MAHARASHTRA,401208.0,IN
LUDHIANA,PUNJAB,141008.0,IN
NATHDWARA,RAJASTHAN,313301.0,IN
Varanasi,UTTAR PRADESH,221002.0,IN
ULLAL,KARNATAKA,575018.0,IN
NANDED WAGHALA,MAHARASHTRA,431606.0,IN
BENGALURU,KARNATAKA,560024.0,IN
Sangareddy District,TELANGANA,502345.0,IN
NAGPUR,MAHARASHTRA,440007.0,IN
HYDERABAD,TELANGANA,500079.0,IN
Madurai,TAMIL NADU,625010.0,IN
COIMBATORE,TAMIL NADU,641045.0,IN
thane,MAHARASHTRA,400606.0,IN
BELAGAVI,KARNATAKA,590006.0,IN
HYDERABAD,TELANGANA,500081.0,IN
PATNA,BIHAR,800008.0,IN
Kanniyakumari,TAMIL NADU,629177.0,IN
HYDERABAD,TELANGANA,500033.0,IN
hyderabad,TELANGANA,500012.0,IN
MUMBAI,MAHARASHTRA,400063.0,IN
LUCKNOW,UTTAR PRADESH,226012.0,IN
KOLKATA,WEST BENGAL,700019.0,IN
KOLKATA,WEST BENGAL,700151.0,IN
ISNAPUR,TELANGANA,502307.0,IN
Pune,MAHARASHTRA,411001.0,IN
PUDUCHERRY,PUDUCHERRY,605110.0,IN
BASUDEBPUR,ODISHA,756125.0,IN
PUTTAPARTHI,ANDHRA PRADESH,515134.0,IN
BENGALURU,KARNATAKA,560002.0,IN
BISWAN,UTTAR PRADESH,261201.0,IN
GUWAHATI,ASSAM,781007.0,IN
CHENNAI,TAMIL NADU,600012.0,IN
VILLUPURAM,TAMIL NADU,605602.0,IN
KAMPUR TOWN,ASSAM,782426.0,IN
BARASAT,WEST BENGAL,700129.0,IN
MUMBAI,MAHARASHTRA,400088.0,IN
Lakkavaram,ANDHRA PRADESH,534451.0,IN
NEW DELHI,DELHI,110003.0,IN
Hazaribagh,JHARKHAND,825302.0,IN
ALLAHABAD,UTTAR PRADESH,211016.0,IN
MEERUT CANTT,UTTAR PRADESH,250001.0,IN
Mumbai,MAHARASHTRA,400053.0,IN
MYSORE,KARNATAKA,570010.0,IN
PUNE,MAHARASHTRA,411023.0,IN
MATHURA,UTTAR PRADESH,281004.0,IN
Naigoan,MAHARASHTRA,401208.0,IN
BHILAI,CHHATTISGARH,490020.0,IN
JIND,HARYANA,126102.0,IN
CHENNAI,TAMIL NADU,600077.0,IN
Mumbai,MAHARASHTRA,400015.0,IN
BENGALURU,KARNATAKA,560050.0,IN
SANAND,Gujarat,382110.0,IN
HYDERABAD,TELANGANA,500100.0,IN
HYDERABAD,TELANGANA,500083.0,IN
BENGALURU,KARNATAKA,560084.0,IN
HOSKOTE,KARNATAKA,562114.0,IN
SURAT,Gujarat,395009.0,IN
VADODARA,Gujarat,390021.0,IN
PIMPRI CHINCHWAD,MAHARASHTRA,411033.0,IN
PIMPRI CHINCHWAD,MAHARASHTRA,412101.0,IN
VADODARA,Gujarat,390006.0,IN
Motihari,BIHAR,845401.0,IN
MEERUT,UTTAR PRADESH,250004.0,IN
NOIDA,UTTAR PRADESH,201309.0,IN
davangere,KARNATAKA,577004.0,IN
HYDERABAD,TELANGANA,500020.0,IN
KOCHI,KERALA,682030.0,IN
Jetpur,Gujarat,360370.0,IN
BANGALORE,KARNATAKA,560035.0,IN
RAIGANJ,WEST BENGAL,733130.0,IN
NAVI MUMBAI,MAHARASHTRA,410206.0,IN
Noida extension,UTTAR PRADESH,201305.0,IN
COIMBATORE,TAMIL NADU,641027.0,IN
DOHAD,Gujarat,389151.0,IN
KARNAL,HARYANA,132001.0,IN
NAGPUR,MAHARASHTRA,440024.0,IN
JAIPUR,RAJASTHAN,302018.0,IN
CHITTOOR,ANDHRA PRADESH,517002.0,IN
PATNA,BIHAR,800013.0,IN
KOLKATA,WEST BENGAL,700010.0,IN
Lonavala,MAHARASHTRA,410405.0,IN
DEORIA,UTTAR PRADESH,274001.0,IN
MUMBAI,MAHARASHTRA,400017.0,IN
THIRUVANANTHAPURAM,KERALA,695004.0,IN
Dombivli west,MAHARASHTRA,421202.0,IN
YERRAGUNTLA,ANDHRA PRADESH,516309.0,IN
FARIDABAD,HARYANA,121010.0,IN
NEW DELHI,DELHI,110054.0,IN
Mumbai,MAHARASHTRA,400068.0,IN
Mandi,HIMACHAL PRADESH,175008.0,IN
JODHPUR,RAJASTHAN,342001.0,IN
SRIPERUMBUDUR,TAMIL NADU,602105.0,IN
Hyderabad,TELANGANA,500034.0,IN
NASHIK,MAHARASHTRA,422009.0,IN
BENGALURU,KARNATAKA,560028.0,IN
MUMBAI,MAHARASHTRA,400089.0,IN
HUBBALLI,KARNATAKA,580023.0,IN
BENGALURU,KARNATAKA,560059.0,IN
THIRUVANANTHAPURAM,KERALA,695009.0,IN
GHAZIABAD,UTTAR PRADESH,201005.0,IN
Bengaluru,KARNATAKA,560008.0,IN
Satna,MADHYA PRADESH,485001.0,IN
SIDHI,MADHYA PRADESH,486661.0,IN
PUNE,MAHARASHTRA,411036.0,IN
MUMBAI,MAHARASHTRA,400102.0,IN
CHENNAI,TAMIL NADU,600003.0,IN
AGARTALA,TRIPURA,799003.0,IN
"Durganagar ,Nimta south",WEST BENGAL,700049.0,IN
DURG,CHHATTISGARH,491001.0,IN
GORAKHPUR,UTTAR PRADESH,273001.0,IN
KARIMPUR,WEST BENGAL,741152.0,IN
MUSTAFABAD,HARYANA,133103.0,IN
AGARTALA,TRIPURA,799006.0,IN
Koothparamba,KERALA,670612.0,IN
ERNAKULAM,KERALA,682017.0,IN
Kattangal,KERALA,673601.0,IN
SIKAR,RAJASTHAN,332001.0,IN
NEW DELHI,DELHI,110023.0,IN
Ranchi,JHARKHAND,834002.0,IN
BENGALURU,KARNATAKA,560046.0,IN
GWALIOR,MADHYA PRADESH,474011.0,IN
Dabi,RAJASTHAN,323022.0,IN
NOIDA,UTTAR PRADESH,201310.0,IN
ARWAL,BIHAR,804421.0,IN
PAKAUR,JHARKHAND,816107.0,IN
ERNAKULAM,KERALA,686664.0,IN
COIMBATORE,TAMIL NADU,641041.0,IN
HYDERABAD,TELANGANA,500080.0,IN
PHIRANGIPURAM,ANDHRA PRADESH,522529.0,IN
DHANBAD,JHARKHAND,826001.0,IN
Bengaluru,KARNATAKA,560100.0,IN
JAIPUR,RAJASTHAN,302004.0,IN
CHENNAI,TAMIL NADU,600004.0,IN
PUNJAIPULIAMPATTI,TAMIL NADU,638459.0,IN
BENGALURU,KARNATAKA,560093.0,IN
ATTUR,TAMIL NADU,636121.0,IN
KOLKATA,WEST BENGAL,700024.0,IN
KADAPA,ANDHRA PRADESH,516001.0,IN
MUMBAI,MAHARASHTRA,400093.0,IN
Badlapur,UTTAR PRADESH,222125.0,IN
JAIPUR,RAJASTHAN,302006.0,IN
UDAIPURudipur,RAJASTHAN,313002.0,IN
Bangalore,KARNATAKA,560004.0,IN
ADAMPUR,PUNJAB,144102.0,IN
SATHUPALLY,TELANGANA,507303.0,IN
Bhubaneswar,ODISHA,751021.0,IN
"CHAMARAJANAGAR, district and subdistrict",KARNATAKA,571127.0,IN
KRISHNAGIRI,TAMIL NADU,635103.0,IN
TUMAKURU,KARNATAKA,572102.0,IN
BHUBANESWAR,ODISHA,751012.0,IN
GURUGRAM,HARYANA,122101.0,IN
PUNE,MAHARASHTRA,411042.0,IN
LUDHIANA,PUNJAB,141003.0,IN
Pune,MAHARASHTRA,411060.0,IN
UNNAO,UTTAR PRADESH,209863.0,IN
CHENNAI,TAMIL NADU,600113.0,IN
HYDERABAD,TELANGANA,500068.0,IN
Bangalore,KARNATAKA,560075.0,IN
CHENNAI,TAMIL NADU,600054.0,IN
KAWARDHA,CHHATTISGARH,491995.0,IN
VADODARA,Gujarat,390009.0,IN
BHANDARA,MAHARASHTRA,441904.0,IN
GUWAHATI,ASSAM,781006.0,IN
AURANGABAD,MAHARASHTRA,431113.0,IN
HYDERABAD,TELANGANA,500096.0,IN
Ponda,Goa,403401.0,IN
BHILWARA,RAJASTHAN,311001.0,IN
THANE,MAHARASHTRA,400610.0,IN
SOHNA,HARYANA,122102.0,IN
KANNAMANGALAM ALAPPUZHA DISTRICT,KERALA,690109.0,IN
KOTTAYAM,KERALA,686006.0,IN
MUMBAI,MAHARASHTRA,400018.0,IN
HYDERABAD,TELANGANA,500010.0,IN
DARWHA,MAHARASHTRA,445202.0,IN
HYDERABAD,TELANGANA,500035.0,IN
GANDHINAGAR,Gujarat,382007.0,IN
PUNE,MAHARASHTRA,411005.0,IN
FARIDABAD,HARYANA,121008.0,IN
AHMEDABAD,Gujarat,380052.0,IN
GURUGRAM,HARYANA,122006.0,IN
TIRUR,KERALA,676107.0,IN
CHENNAI,TAMIL NADU,600110.0,IN
BENGALURU,KARNATAKA,560001.0,IN
Bengaluru,KARNATAKA,560085.0,IN
CHANDIGARH,CHANDIGARH,160022.0,IN
RANCHI,JHARKHAND,834008.0,IN
Dharmapuri,TAMIL NADU,636701.0,IN
BERHAMPORE,WEST BENGAL,742101.0,IN
Nagpur,MAHARASHTRA,440009.0,IN
KADUNGALLOOR,KERALA,683110.0,IN
mumbai,MAHARASHTRA,400078.0,IN
MUMBAI,MAHARASHTRA,400050.0,IN
NELLORE,ANDHRA PRADESH,524003.0,IN
PATNA,BIHAR,801503.0,IN
KANCHEEPURAM,TAMIL NADU,631502.0,IN
Chennai,TAMIL NADU,600096.0,IN
GAUTAM BUDDHA NAGAR,UTTAR PRADESH,201309.0,IN
HYDERABAD,TELANGANA,500097.0,IN
KHANDWA,MADHYA PRADESH,450001.0,IN
VADODARA,Gujarat,391101.0,IN
MURWARA KATNI,MADHYA PRADESH,483504.0,IN
SAMBALPUR,ODISHA,768002.0,IN
MAJHAULIA,BIHAR,845454.0,IN
DAMAN,DADRA AND NAGAR,396210.0,IN
MADUKKARAI,TAMIL NADU,641105.0,IN
Karunagappally,KERALA,690573.0,IN
Navi Mumbai,MAHARASHTRA,400705.0,IN
HYDERABAD,TELANGANA,500029.0,IN
LUCKNOW,UTTAR PRADESH,226018.0,IN
Kalyan West,MAHARASHTRA,421301.0,IN
Kolkata,WEST BENGAL,700032.0,IN
Sangli,MAHARASHTRA,415301.0,IN
Rishra,WEST BENGAL,712249.0,IN
Aurangabad,MAHARASHTRA,431003.0,IN
BENGALURU,KARNATAKA,560099.0,IN
CHENNAI,TAMIL NADU,600058.0,IN
hyderabad,TELANGANA,500084.0,IN
Berhampur,ODISHA,760001.0,IN
PUNE,MAHARASHTRA,411008.0,IN
PUNE,MAHARASHTRA,411007.0,IN
GURUGRAM,HARYANA,122505.0,IN
NAGPUR,MAHARASHTRA,440027.0,IN
GUWAHATI,ASSAM,781036.0,IN
Bengaluru,KARNATAKA,560043.0,IN
BHUBANESWAR,ODISHA,751024.0,IN
NEW DELHI,DELHI,110024.0,IN
BELTANGADI,KARNATAKA,574224.0,IN
BENGALURU,KARNATAKA,560103.0,IN
Pedaamiram,ANDHRA PRADESH,534204.0,IN
GUNTUR,ANDHRA PRADESH,522006.0,IN
Ghaziabad,UTTAR PRADESH,201002.0,IN
KADAPA,ANDHRA PRADESH,516356.0,IN
AURANGABAD,MAHARASHTRA,431009.0,IN
BENGALURU,KARNATAKA,560049.0,IN
BIJPUR,UTTAR PRADESH,231223.0,IN
PATNA,BIHAR,800007.0,IN
WARDHA,MAHARASHTRA,442001.0,IN
GURUGRAM,HARYANA,122009.0,IN
FATEHABAD,HARYANA,125050.0,IN
BOKARO STEEL CITY,JHARKHAND,827013.0,IN
CHENNAI,TAMIL NADU,600074.0,IN
KADEGAON,MAHARASHTRA,415304.0,IN
SHIMLA,HIMACHAL PRADESH,171005.0,IN
NAGPUR,MAHARASHTRA,440015.0,IN
HYDERABAD,TELANGANA,500064.0,IN
GUWAHATI,ASSAM,781028.0,IN
KONNAGAR,WEST BENGAL,712235.0,IN
NAVI MUMBAI,MAHARASHTRA,400706.0,IN
MULAMTHURUTHY,KERALA,682314.0,IN
SECUNDERABAD,TELANGANA,500061.0,IN
Totu,HIMACHAL PRADESH,171011.0,IN
UDMA,KERALA,671319.0,IN
NELLORE,ANDHRA PRADESH,524004.0,IN
RAYAGIRI,TAMIL NADU,627764.0,IN
BILASPUR,HIMACHAL PRADESH,171102.0,IN
NEW DELHI,DELHI,110021.0,IN
Hyderabad,TELANGANA,502032.0,IN
KOLKATA,WEST BENGAL,700053.0,IN
Navsari,Gujarat,396445.0,IN
BARNALA,PUNJAB,148109.0,IN
AHMEDABAD,Gujarat,380054.0,IN
MANDYA,KARNATAKA,571401.0,IN
KOLKATA,WEST BENGAL,700092.0,IN
Dombivli(E),MAHARASHTRA,421203.0,IN
GWALIOR,MADHYA PRADESH,474020.0,IN
KANCHIPURAM,TAMIL NADU,600059.0,IN
KANNUR,KERALA,670571.0,IN
KOLKATA,WEST BENGAL,700102.0,IN
"MUMBAI,Malad West,Malvani.",MAHARASHTRA,400095.0,IN
VILAYAT GIDC,Gujarat,392020.0,IN
KHAMMAM,TELANGANA,507002.0,IN
MANGALURU,KARNATAKA,575003.0,IN
SIPCOT PERUNDURAI,TAMIL NADU,638052.0,IN
KOLKATA,WEST BENGAL,700084.0,IN
PUNE,MAHARASHTRA,411038.0,IN
Maraimalainagar,TAMIL NADU,603209.0,IN
Mumbai,MAHARASHTRA,400081.0,IN
MYSURU,KARNATAKA,570017.0,IN
Kishanganj,BIHAR,855115.0,IN
THIRUVANANTHAPURAM,KERALA,695581.0,IN
BETTIAH,BIHAR,845438.0,IN
Bangalore,KARNATAKA,560083.0,IN
Dist Alipurduar,WEST BENGAL,735214.0,IN
BARSUR,CHHATTISGARH,494441.0,IN
CHENNAI,TAMIL NADU,602117.0,IN
PANMANA,KERALA,691583.0,IN
sankra,CHHATTISGARH,492112.0,IN
CHENNAI,TAMIL NADU,600117.0,IN
Bengaluru,KARNATAKA,560076.0,IN
NAMCHI,SIKKIM,737126.0,IN
Ahemdabad,Gujarat,380058.0,IN
SIDCUL HARIDWAR,UTTARAKHAND,249403.0,IN
BOISAR,MAHARASHTRA,401501.0,IN
MYSURU,KARNATAKA,570004.0,IN
THODUPUZHA,KERALA,685595.0,IN
Gurugram,HARYANA,122001.0,IN
THIRUVIDAIMARUDUR,TAMIL NADU,612104.0,IN
THANE,MAHARASHTRA,400605.0,IN
JHUMRI TILAIYA,JHARKHAND,825409.0,IN
LEH,JAMMU & KASHMIR,194101.0,IN
DURGAPUR,WEST BENGAL,713206.0,IN
JAMSHEDPUR,JHARKHAND,831017.0,IN
JSW STEEL PLANT TOWNSHIP,KARNATAKA,583123.0,IN
GURUGRAM,HARYANA,122003.0,IN
PUDUPAKKAM,TAMIL NADU,603103.0,IN
MUGHALSARAI,UTTAR PRADESH,232101.0,IN
SECUNDERABAD,TELANGANA,500025.0,IN
THIRUVANANTHAPURAM,KERALA,695003.0,IN
"Colachal, Kanya Kumari District",TAMIL NADU,629251.0,IN
MUMBAI,MAHARASHTRA,400013.0,IN
FARIDABAD,HARYANA,121004.0,IN
ANJUNA Bardez Go,GOA,403509.0,IN
"NEW TOWN, Kolkata",WEST BENGAL,700159.0,IN
BANGALORE,KARNATAKA,560043.0,IN
NASHIK,MAHARASHTRA,422001.0,IN
VARANAS,UTTAR PRADESH,221106.0,IN
DURGAPUR,WEST BENGAL,713216.0,IN
Chennai,TAMIL NADU,600091.0,IN
GURUGRAM,HARYANA,122004.0,IN
BENGALURU,KARNATAKA,560095.0,IN
Vadodara,Gujarat,390025.0,IN
CHENNAI,TAMIL NADU,600092.0,IN
Edapally,KERALA,682024.0,IN
CHAMBA,HIMACHAL PRADESH,176310.0,IN
NAVI MUMBAI,MAHARASHTRA,410218.0,IN
CHENNAI,TAMIL NADU,600001.0,IN
"Vaduthala,Kochi",KERALA,682023.0,IN
BETUL BAZAR,MADHYA PRADESH,460004.0,IN
VENNANDUR,TAMIL NADU,637505.0,IN
AHMEDABAD,Gujarat,380055.0,IN
DAVANAGERE,KARNATAKA,577002.0,IN
SALUR,ANDHRA PRADESH,535591.0,IN
SATARA,MAHARASHTRA,415002.0,IN
BARUIPUR,WEST BENGAL,700144.0,IN
Debra,WEST BENGAL,721140.0,IN
AHMEDABAD,Gujarat,382330.0,IN
Agartala,TRIPURA,799010.0,IN
EGRA,WEST BENGAL,721429.0,IN
Navi Mumbai,MAHARASHTRA,400706.0,IN
Badlapur,MAHARASHTRA,421504.0,IN
Mumbai,MAHARASHTRA,400092.0,IN
COIMBATORE,TAMIL NADU,641046.0,IN
town.budhana village. Husainpur kalan,UTTAR PRADESH,251309.0,IN
KOLKATA,WEST BENGAL,700095.0,IN
JABALPUR,MADHYA PRADESH,482003.0,IN
TRAL,JAMMU & KASHMIR,192123.0,IN
Panchkula,HARYANA,134114.0,IN
Lucknow,UTTAR PRADESH,226008.0,IN
Hyderabad,TELANGANA,500004.0,IN
MUMBAI,MAHARASHTRA,400008.0,IN
NEW DELHI,DELHI,110025.0,IN
NAJIBABAD,UTTAR PRADESH,246763.0,IN
Greater NOIDA,UTTAR PRADESH,201301.0,IN
HYDERABAD,TELANGANA,500076.0,IN
Lucknow,UTTAR PRADESH,226012.0,IN
SRUNGAVARAPUKOTA,ANDHRA PRADESH,535145.0,IN
Chennai,TAMIL NADU,600126.0,IN
TAKHATPUR,CHHATTISGARH,495330.0,IN
PANCHKULA,HARYANA,134116.0,IN
MANIYAT,KERALA,671310.0,IN
JAMMU,JAMMU & KASHMIR,180005.0,IN
AHMEDABAD,Gujarat,380060.0,IN
JALANDHAR,PUNJAB,144022.0,IN
MEDINIPUR,WEST BENGAL,721101.0,IN
BHAGALPUR,BIHAR,812001.0,IN
RISHIKESH,UTTARAKHAND,249201.0,IN
BHILAI,CHHATTISGARH,490006.0,IN
KOLKATA,WEST BENGAL,700016.0,IN
Dobiwali,MAHARASHTRA,421201.0,IN
WCL UMRED,MAHARASHTRA,441204.0,IN
Bangalore,KARNATAKA,560086.0,IN
SUNDARGARH,ODISHA,770002.0,IN
BENGALURU,KARNATAKA,560061.0,IN
SADASIVPET,TELANGANA,502291.0,IN
Thiruvananthapuram,KERALA,695564.0,IN
VADODARA,Gujarat,390008.0,IN
JAMSHEDPUR,JHARKHAND,831013.0,IN
Mumbai,MAHARASHTRA,400002.0,IN
PIMPRI CHINCHWAD,MAHARASHTRA,411019.0,IN
AGRA,UTTAR PRADESH,282001.0,IN
LUCKNOWLucknow,UTTAR PRADESH,226003.0,IN
dwarka,Gujarat,361335.0,IN
Kottayam,KERALA,686536.0,IN
INDORE,MADHYA PRADESH,452001.0,IN
NAGPUR,MAHARASHTRA,440034.0,IN
DALTONGANJ,JHARKHAND,822101.0,IN
Bhubaneswar,ODISHA,751013.0,IN
THOOTHUKKUDI,TAMIL NADU,628004.0,IN
BAMBOLIM,GOA,403206.0,IN
CHANDIGARH,CHANDIGARH,160030.0,IN
MUMBAI,MAHARASHTRA,400025.0,IN
KANCHEEPURAM,TAMIL NADU,631501.0,IN
HYDERABAD,TELANGANA,500047.0,IN
SONIPAT,HARYANA,131001.0,IN
MUMBAI,MAHARASHTRA,400059.0,IN
chentrappinni,KERALA,680687.0,IN
RATNAGIRI,MAHARASHTRA,415612.0,IN
"BANGALORE, KARNATAKA",KARNATAKA,560093.0,IN
ARNIA,JAMMU & KASHMIR,181131.0,IN
JAMSHEDPUR,JHARKHAND,831004.0,IN
LUCKNOW,UTTAR PRADESH,226003.0,IN
Tirunelveli,TAMIL NADU,627358.0,IN
MUMBAI,MAHARASHTRA,400091.0,IN
PARDI,Gujarat,396125.0,IN
ETMADPUR,UTTAR PRADESH,283202.0,IN
Greater NOIDA,UTTAR PRADESH,201309.0,IN
ISAGARH,MADHYA PRADESH,473335.0,IN
NASHIK,MAHARASHTRA,422013.0,IN
MORADABAD,UTTAR PRADESH,244001.0,IN
DEORIA,UTTAR PRADESH,274602.0,IN
NEW DELHI,DELHI,110002.0,IN
Kalyan,MAHARASHTRA,421204.0,IN
MANGALURU,KARNATAKA,575029.0,IN
joshi road karol bagh new Delhi,Delhi,110005.0,IN
KANPUR,UTTAR PRADESH,208001.0,IN
NEW DELHI,DELHI,110062.0,IN
VISAKHAPATNAM,ANDHRA PRADESH,530026.0,IN
JAMSHEDPUR,JHARKHAND,831009.0,IN
AVANIGADDA,ANDHRA PRADESH,521121.0,IN
RAIGARH MH,MAHARASHTRA,410210.0,IN
Maheswaram mandal,TELANGANA,501359.0,IN
THANE west,MAHARASHTRA,400615.0,IN
CHENNAI,TAMIL NADU,600123.0,IN
KHARAGPUR,WEST BENGAL,721126.0,IN
NAVSARI,Gujarat,396445.0,IN
CHANDIGARH,CHANDIGARH,160014.0,IN
UTEKHOL,MAHARASHTRA,402104.0,IN
SHIMLA,HIMACHAL PRADESH,171301.0,IN
Mysore,KARNATAKA,570009.0,IN
ANANTAPUR,ANDHRA PRADESH,515001.0,IN
THIRUVANANTHAPURAM,KERALA,695608.0,IN
Payyannur,KERALA,670307.0,IN
NAVI MUMBAI,MAHARASHTRA,400708.0,IN
KARANJA Lad,MAHARASHTRA,444105.0,IN
SAMASTIPUR,BIHAR,848101.0,IN
AHMEDABAD,Gujarat,380008.0,IN
OSMANABAD,MAHARASHTRA,413501.0,IN
MUMBAI,MAHARASHTRA,400028.0,IN
RAICHUR,KARNATAKA,584102.0,IN
Pune,MAHARASHTRA,411007.0,IN
ANDIPATTI JAKKAMPATTI,TAMIL NADU,625512.0,IN
MARGAO,GOA,403709.0,IN
KOLKATA,WEST BENGAL,700101.0,IN
KARWAR,KARNATAKA,581301.0,IN
NELLORE,ANDHRA PRADESH,524002.0,IN
PANCHKULA,HARYANA,134113.0,IN
JABALPUR,MADHYA PRADESH,482001.0,IN
AGARTALA,TRIPURA,799001.0,IN
HYDERABAD,TELANGANA,500048.0,IN
NEW DELHI,DELHI,110095.0,IN
MUMBAI,MAHARASHTRA,400030.0,IN
VIJAYAWADA,ANDHRA PRADESH,520008.0,IN
MAHNAR BAZAR,BIHAR,844504.0,IN
HAZARIBAGH,JHARKHAND,825301.0,IN
PATNA,BIHAR,800014.0,IN
Vizianagaram a,ANDHRA PRADESH,535240.0,IN
ARAKONAM,TAMIL NADU,631002.0,IN
INDUSTRIAL AREA DEVAKATHIKOPPA AND SIDLIPURA,KARNATAKA,577204.0,IN
